party,district,date,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,percentage,percentageVoters,validVotesPercentage,votes
PCP-PEV,Vila Real,2019-10-06,2258,427.4400000000001,2397,525.3799999999999,375.7499999999999,8533.269999999999,394.56999999999994,2519
PCP-PEV,Viseu,2015-10-04,4235,559.3800000000005,3632,545.4499999999999,889.7700000000001,14021.59,926.6200000000002,6668
PCP-PEV,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,532.5,14117.129999999996,559.2000000000004,4082
PCP-PEV,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,1695.6099999999994,4257.69,1739.6299999999997,18567
PCP-PEV,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,1487.7399999999998,3860.2999999999997,1539.0999999999995,13980
PCTP/MRPP,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,122.23000000000005,8243.029999999997,127.40999999999997,3280
PCTP/MRPP,Aveiro,2019-10-06,10642,447.39999999999986,6375,272.96,75.15,8015.390000000002,78.95000000000003,1892
PCTP/MRPP,Açores,2015-10-04,3047,556.7399999999999,1583,284.56999999999994,95.90999999999993,7021.759999999997,101.55999999999992,601
PCTP/MRPP,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,113.90999999999998,6204.549999999999,123.01,528
PCTP/MRPP,Beja,2015-10-04,1230,110.82000000000002,1132,120.95000000000003,231.55,4397.6399999999985,238.89,1945
PCTP/MRPP,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,121.82000000000002,3994.1099999999997,126.06000000000002,865
PCTP/MRPP,Braga,2015-10-04,10708,754.4299999999995,6112,458.4500000000001,373.84000000000026,20443.15,387.3599999999997,5436
PCTP/MRPP,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,163.28000000000006,20522.750000000004,171.4800000000001,2318
PCTP/MRPP,Bragança,2015-10-04,1189,371.7700000000001,1408,473.1700000000002,187.32999999999998,10585.050000000001,194.73999999999984,537
PCTP/MRPP,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,130.64000000000001,10084.110000000008,136.73999999999995,313
PCTP/MRPP,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,132.41999999999996,6792.179999999996,138.12999999999997,1080
PCTP/MRPP,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,104.85999999999997,6581.849999999999,110.33999999999999,694
PCTP/MRPP,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,136.48000000000002,8770.320000000003,142.61000000000004,1889
PCTP/MRPP,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,83.19000000000003,8356.199999999999,88.16999999999997,1031
PCTP/MRPP,Faro,2015-10-04,4286,153.04000000000002,3079,124.42999999999999,116.97000000000003,3619.5499999999997,122.00000000000003,3012
PCTP/MRPP,Faro,2019-10-06,4900,200.8,3069,136.77000000000004,61.760000000000026,3274.2000000000007,65.24999999999999,1513
PCTP/MRPP,Guarda,2015-10-04,1689,505.5499999999997,1987,596.7099999999994,199.25999999999996,12321.069999999996,208.7199999999999,689
PCTP/MRPP,Guarda,2019-10-06,2026,625.8999999999995,2057,675.4999999999997,106.99000000000002,11918.08,113.00000000000003,363
PCTP/MRPP,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,107.32999999999997,6298.630000000001,113.00000000000001,2517
PCTP/MRPP,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,75.24999999999996,6036.829999999999,79.87999999999997,1631
PCTP/MRPP,Lisboa,2015-10-04,22176,285.32999999999987,17112,212.62000000000015,151.3500000000001,8132.059999999999,157.20999999999992,11083
PCTP/MRPP,Lisboa,2019-10-06,23702,327.96,16081,226.88,130.4,7702.05,136.11999999999998,8923
PCTP/MRPP,Madeira,2015-10-04,1018,47.94000000000001,3597,156.12000000000003,57.76000000000002,2623.62,60.11,1592
PCTP/MRPP,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,27.869999999999994,2742.3799999999997,28.489999999999995,790
PCTP/MRPP,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43,134.5099999999999,4266.539999999999,138.9,1001
PCTP/MRPP,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,104.39999999999998,3953.210000000001,108.65999999999998,628
PCTP/MRPP,Porto,2015-10-04,18902,422.3200000000001,14073,372.60999999999996,250.98,14410.610000000006,259.2899999999999,10290
PCTP/MRPP,Porto,2019-10-06,21233,537.0000000000002,15185,439.6499999999998,130.57,14050.8,136.04000000000005,5047
PCTP/MRPP,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,189.85000000000002,8382.39,197.40000000000006,3060
PCTP/MRPP,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,105.16,7980.309999999998,110.43000000000002,1432
PCTP/MRPP,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,98.93000000000002,3261.0899999999992,101.96000000000001,6721
PCTP/MRPP,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,64.49,3000.2299999999996,66.94999999999999,3538
PCTP/MRPP,Viana do Castelo,2015-10-04,3228,491.7,2141,350.8700000000002,159.28999999999988,10140.639999999996,166.32,1113
PCTP/MRPP,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,90.30000000000003,10214.650000000003,94.80000000000001,671
PCTP/MRPP,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,183.84999999999997,9000.089999999998,190.83000000000004,1004
PCTP/MRPP,Vila Real,2019-10-06,2258,427.4400000000001,2397,525.3799999999999,125.95000000000003,8533.269999999999,132.57999999999993,579
PCTP/MRPP,Viseu,2015-10-04,4235,559.3800000000005,3632,545.4499999999999,296.43,14021.59,308.88000000000005,1743
PCTP/MRPP,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,160.29000000000013,14117.129999999997,167.88999999999987,900
PCTP/MRPP,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,120.77999999999997,4257.6900000000005,123.91,1245
PCTP/MRPP,Évora,2019-10-06,1680,139.88,1047,100.47000000000001,104.47999999999996,3860.2999999999997,108.19,922
PDR,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,166.03999999999996,8243.029999999997,173.27999999999994,4548
PDR,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,23.970000000000013,8015.390000000002,25.179999999999996,561
PDR,Açores,2015-10-04,3047,556.7399999999999,1583,284.56999999999994,75.17999999999998,7021.759999999997,79.44,511
PDR,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,18.08,6204.549999999999,19.299999999999997,100
PDR,Beja,2015-10-04,1230,110.82000000000002,1132,120.95000000000003,32.89,4397.6399999999985,33.99,351
PDR,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999995,11.650000000000002,3994.1099999999997,12.070000000000002,101
PDR,Braga,2015-10-04,10708,754.4299999999995,6112,458.4500000000001,518.88,20443.15,537.8200000000004,7500
PDR,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,47.35,20522.750000000004,49.690000000000005,620
PDR,Bragança,2015-10-04,1189,371.77000000000004,1408,473.1700000000002,151.98,10585.050000000003,157.95000000000002,546
PDR,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,46.52000000000001,10084.110000000008,48.63,121
PDR,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78000000000003,121.62000000000006,6792.179999999996,127.19000000000003,1086
PDR,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,15.489999999999997,6581.849999999999,16.369999999999997,125
PDR,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,216.80999999999995,8770.320000000003,226.98000000000005,3615
PDR,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,35.71,8356.2,37.93,453
PDR,Faro,2015-10-04,4286,153.04000000000002,3079,124.43000000000002,81.09,3619.5499999999993,84.57000000000001,2293
PDR,Faro,2019-10-06,4900,200.79999999999998,3069,136.77,14.700000000000001,3274.2000000000003,15.509999999999998,359
PDR,Guarda,2015-10-04,1689,505.5499999999997,1987,596.7099999999995,268.9700000000001,12321.069999999996,282.0700000000001,958
PDR,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,31.569999999999997,11918.08,33.50000000000001,103
PDR,Leiria,2015-10-04,6902,311.59000000000003,4699,228.64999999999998,174.79999999999995,6298.63,183.86,4067
PDR,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,28.179999999999993,6036.829999999999,29.910000000000004,546
PDR,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,123.59999999999997,8132.059999999998,128.43000000000004,10249
PDR,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,36.01999999999998,7702.05,37.66000000000001,1884
PDR,Madeira,2015-10-04,1018,47.940000000000005,3597,156.12,67.76999999999998,2623.62,70.39000000000001,2144
PDR,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,14.629999999999999,2742.3799999999997,14.900000000000002,443
PDR,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43000000000002,35.57999999999999,4266.539999999998,36.85,326
PDR,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,8.34,3953.210000000001,8.71,68
PDR,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,277.60999999999984,14410.610000000006,286.84000000000015,10702
PDR,Porto,2019-10-06,21233,537.0000000000005,15185,439.64999999999986,44.259999999999984,14050.8,46.170000000000016,1446
PDR,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,135.14999999999992,8382.39,141.09999999999994,2377
PDR,Santarém,2019-10-06,6022,401.4200000000002,4011,286.9199999999999,39.93999999999998,7980.309999999998,41.900000000000006,605
PDR,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000004,48.20000000000001,3261.0899999999992,49.78000000000001,4124
PDR,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,12.43,3000.2299999999996,12.919999999999998,692
PDR,Viana do Castelo,2015-10-04,3228,491.7,2141,350.8700000000002,370.66,10140.639999999996,386.7799999999998,2400
PDR,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,54.98000000000001,10214.650000000005,57.529999999999994,281
PDR,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,120.52999999999994,9000.09,125.27000000000001,806
PDR,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.3799999999999,38.92000000000001,8533.269999999999,40.879999999999974,185
PDR,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,236.78000000000006,14021.59,246.82,1952
PDR,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999997,85.93000000000004,14117.129999999996,90.27999999999999,457
PDR,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,34.72,4257.69,35.669999999999995,443
PDR,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,6.89,3860.2999999999997,7.13,70
PNR,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,63.75000000000001,8243.029999999999,66.45,1698
PNR,Aveiro,2019-10-06,10642,447.39999999999986,6375,272.96,30.77000000000001,8015.390000000001,32.42,694
PNR,Açores,2015-10-04,3047,556.74,1583,284.5699999999999,29.020000000000003,7021.7599999999975,30.789999999999985,185
PNR,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,41.14000000000001,6204.55,44.14999999999999,268
PNR,Beja,2015-10-04,1230,110.82000000000004,1132,120.95000000000003,28.48,4397.639999999999,29.49,275
PNR,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,19.40000000000001,3994.11,20.23,200
PNR,Braga,2015-10-04,10708,754.4299999999995,6112,458.4500000000001,131.58000000000007,20443.15,136.43000000000006,1836
PNR,Braga,2019-10-06,14504,1053.8299999999997,8029,645.0499999999994,59.84,20522.75,62.89,862
PNR,Bragança,2015-10-04,1189,371.7700000000001,1408,473.1700000000002,58.10000000000001,10585.050000000003,60.350000000000016,190
PNR,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,51.75999999999999,10084.110000000006,54.220000000000006,172
PNR,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,55.18,6792.179999999996,57.84999999999998,508
PNR,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,28.53,6581.85,30.070000000000004,246
PNR,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,79.28000000000003,8770.320000000003,82.99000000000001,1097
PNR,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,44.900000000000006,8356.2,47.64,623
PNR,Faro,2015-10-04,4286,153.04000000000005,3079,124.43000000000002,45.05,3619.5499999999997,47.040000000000006,1343
PNR,Faro,2019-10-06,4900,200.80000000000004,3069,136.77,26.249999999999996,3274.2000000000003,27.63,729
PNR,Guarda,2015-10-04,1689,505.5499999999998,1987,596.7099999999994,111.46000000000002,12321.069999999996,116.78999999999999,389
PNR,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,55.65999999999999,11918.08,59.18999999999999,165
PNR,Leiria,2015-10-04,6902,311.59000000000003,4699,228.64999999999998,48.62,6298.630000000001,51.18000000000001,1073
PNR,Leiria,2019-10-06,8202,390.65000000000003,5152,266.55000000000007,28.459999999999997,6036.829999999999,30.34,622
PNR,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,78.22999999999998,8132.059999999999,81.39000000000003,7188
PNR,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,55.68,7702.05,58.089999999999975,4819
PNR,Madeira,2015-10-04,1018,47.94000000000001,3597,156.12,32.52,2623.62,33.8,784
PNR,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,8.309999999999999,2742.3799999999997,8.459999999999999,202
PNR,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43000000000002,20.380000000000006,4266.539999999998,21.1,217
PNR,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62,19.180000000000003,3953.2100000000005,20.000000000000004,156
PNR,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,135.91999999999987,14410.610000000006,140.5,4750
PNR,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,47.08,14050.8,49.07000000000002,1948
PNR,Santarém,2015-10-04,5142,303.80999999999995,3967,263.78000000000003,66.96000000000001,8382.39,69.77,1206
PNR,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,49.18999999999998,7980.309999999998,51.71999999999998,834
PNR,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,31.330000000000002,3261.0899999999992,32.38999999999999,2676
PNR,Setúbal,2019-10-06,8191,114.34999999999997,6038,82.91999999999999,22.62,3000.2299999999996,23.450000000000006,1771
PNR,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000002,86.18999999999994,10140.639999999996,89.79000000000002,559
PNR,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,54.879999999999974,10214.650000000003,57.59999999999997,292
PNR,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,48.04,9000.09,49.970000000000006,279
PNR,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.3799999999999,29.29000000000001,8533.269999999999,30.77999999999998,162
PNR,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,89.10000000000002,14021.59,92.63000000000005,608
PNR,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,53.359999999999985,14117.129999999996,56.079999999999956,326
PNR,Évora,2015-10-04,1421,93.58000000000001,1079,88.09999999999998,18.03,4257.6900000000005,18.509999999999998,280
PNR,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000001,14.0,3860.2999999999997,14.529999999999998,179
PPD/PSD,Aveiro,2019-10-06,10642,447.3999999999999,6375,272.96,5297.489999999997,8015.390000000001,5572.149999999999,118141
PPD/PSD,Açores,2015-10-04,3047,556.7399999999999,1583,284.56999999999994,5865.980000000002,7021.759999999997,6200.630000000001,33826
PPD/PSD,Açores,2019-10-06,3926,831.7299999999993,1363,248.05,4673.910000000001,6204.549999999998,5018.160000000002,25249
PPD/PSD,Beja,2019-10-06,1371,140.85999999999999,1094,129.98999999999998,841.61,3994.1099999999997,875.7300000000001,8544
PPD/PSD,Braga,2019-10-06,14504,1053.83,8029,645.0499999999994,12832.979999999996,20522.750000000004,13502.139999999996,158652
PPD/PSD,Bragança,2019-10-06,1305,439.96999999999997,1417,534.4799999999999,9778.670000000002,10084.110000000006,10210.679999999997,25909
PPD/PSD,Castelo Branco,2019-10-06,2250,279.49000000000007,2232,324.70999999999987,3289.669999999999,6581.849999999999,3468.9399999999996,24674
PPD/PSD,Coimbra,2019-10-06,6889,531.2600000000002,3814,347.09999999999985,4406.670000000002,8356.2,4676.36,54279
PPD/PSD,Faro,2019-10-06,4900,200.79999999999998,3069,136.77,1449.11,3274.2000000000003,1526.6000000000001,38516
PPD/PSD,Guarda,2019-10-06,2026,625.8999999999994,2057,675.4999999999997,8904.640000000001,11918.08,9406.569999999996,26343
PPD/PSD,Leiria,2019-10-06,8202,390.6500000000001,5152,266.55000000000007,4123.07,6036.829999999998,4386.08,74961
PPD/PSD,Lisboa,2019-10-06,23702,327.96,16081,226.88000000000002,3076.6100000000006,7702.05,3212.790000000001,248937
PPD/PSD,Madeira,2015-10-04,1018,47.94000000000001,3597,156.12000000000003,2401.2200000000003,2623.62,2495.5000000000005,47228
PPD/PSD,Madeira,2019-10-06,697,31.670000000000012,2292,96.04,2270.4,2742.3799999999997,2326.4800000000005,48231
PPD/PSD,Portalegre,2019-10-06,1200,140.92999999999998,999,142.62000000000003,1313.8399999999995,3953.210000000001,1372.16,10375
PPD/PSD,Porto,2019-10-06,21233,537.0000000000005,15185,439.6499999999998,7901.489999999999,14050.8,8234.859999999999,291183
PPD/PSD,Santarém,2019-10-06,6022,401.42000000000013,4011,286.9199999999999,3594.3199999999997,7980.309999999998,3789.6099999999988,52141
PPD/PSD,Setúbal,2019-10-06,8191,114.34999999999998,6038,82.91999999999999,755.74,3000.2299999999996,784.5500000000001,56860
PPD/PSD,Viana do Castelo,2019-10-06,3617,588.8000000000001,2199,371.44999999999965,7863.829999999996,10214.650000000003,8237.509999999998,41196
PPD/PSD,Vila Real,2019-10-06,2258,427.44000000000005,2397,525.38,8138.529999999998,8533.269999999999,8551.409999999998,39143
PPD/PSD,Viseu,2019-10-06,4995,693.7199999999996,3700,611.5299999999996,10447.430000000004,14117.129999999996,10963.920000000002,64373
PPD/PSD,Évora,2019-10-06,1680,139.88000000000002,1047,100.47000000000003,989.7099999999998,3860.2999999999997,1026.35,12937
PPD/PSD.CDS-PP,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000002,7791.669999999994,8243.029999999997,8126.890000000001,177185
PPD/PSD.CDS-PP,Beja,2015-10-04,1230,110.82000000000002,1132,120.95000000000003,1390.6399999999999,4397.6399999999985,1437.18,14980
PPD/PSD.CDS-PP,Braga,2015-10-04,10708,754.4299999999995,6112,458.45000000000005,17435.940000000013,20443.15,18070.440000000002,216357
PPD/PSD.CDS-PP,Bragança,2015-10-04,1189,371.77000000000004,1408,473.1700000000002,12062.830000000004,10585.050000000003,12530.489999999996,34408
PPD/PSD.CDS-PP,Castelo Branco,2015-10-04,2091,227.7899999999999,2167,283.78,4575.22,6792.179999999996,4783.210000000002,36803
PPD/PSD.CDS-PP,Coimbra,2015-10-04,5929,392.8599999999999,3536,293.08000000000004,6383.290000000002,8770.320000000003,6685.900000000001,81882
PPD/PSD.CDS-PP,Faro,2015-10-04,4286,153.04000000000002,3079,124.43,2067.96,3619.5499999999997,2157.63,59950
PPD/PSD.CDS-PP,Guarda,2015-10-04,1689,505.5499999999998,1987,596.7099999999995,11836.789999999994,12321.069999999996,12403.82,38964
PPD/PSD.CDS-PP,Leiria,2015-10-04,6902,311.5900000000001,4699,228.64999999999998,5863.469999999999,6298.630000000001,6164.740000000002,115453
PPD/PSD.CDS-PP,Lisboa,2015-10-04,22176,285.3299999999999,17112,212.62000000000015,4736.3899999999985,8132.059999999998,4924.370000000002,399520
PPD/PSD.CDS-PP,Portalegre,2015-10-04,1130,118.61000000000004,896,104.43,1786.01,4266.54,1849.6399999999994,16303
PPD/PSD.CDS-PP,Porto,2015-10-04,18902,422.32000000000005,14073,372.60999999999996,10809.480000000005,14410.610000000006,11174.290000000006,380043
PPD/PSD.CDS-PP,Santarém,2015-10-04,5142,303.81,3967,263.78000000000003,5179.64,8382.39,5410.850000000002,81544
PPD/PSD.CDS-PP,Setúbal,2015-10-04,7261,91.48999999999998,6183,76.11000000000003,1197.2900000000002,3261.0899999999992,1236.1999999999998,95659
PPD/PSD.CDS-PP,Viana do Castelo,2015-10-04,3228,491.69999999999993,2141,350.8700000000002,10738.530000000008,10140.639999999996,11182.230000000005,58509
PPD/PSD.CDS-PP,Vila Real,2015-10-04,1919,319.36999999999995,1960,365.71000000000004,10886.510000000006,9000.09,11277.799999999994,56262
PPD/PSD.CDS-PP,Viseu,2015-10-04,4235,559.3800000000003,3632,545.4499999999999,14939.530000000012,14021.59,15554.440000000002,97362
PPD/PSD.CDS-PP,Évora,2015-10-04,1421,93.58,1079,88.09999999999998,1379.5,4257.69,1418.1599999999999,20275
PPM,Aveiro,2015-10-04,9163,353.6900000000002,6130,252.76000000000005,57.87000000000001,8243.029999999997,60.30999999999998,1292
